lid,date,comments,rid
20869092,2019-10-12,"Disgusting. Filthy. Floors have clearly never been cleaned, hairs on the floors, dust on the counter, BUGS ON THE FLOOR COMING FROM THE SEWERS. MOLD IN THE TOILET!!!!!!! HUMAN HAIRS on the sheets and towels! We asked for clean sheets and they gave us these sheets with literally a pile of human hairs inside. They keep their 隆掳clean laundry隆卤 in the emergency staircase ON THE FLOOR! Proof is added in pictures and videos HEALTH HAZARD!",535
20869092,2019-10-13,"The place is wonderfully designed, filled with amenities, and is sparkling clean. They provide food delivery, free transportation to and from the nearby BTS station and has wonderful customer service. Great stay!",536
20869092,2019-10-14,"Wonderful apartment, clean ,location not in the famous shopping center area but is perfect  for us just 3 station away to reach there. But we mostly took Grab to everywhere in Bangkok, so convenience. Some of famous restaurant do delivery too, you may chrck out foodpanda and grabfood. We arrived 1.30am and check in is smooth and easy. I will be back to this apartment in future! defitnately!",537
20869092,2019-10-15,Clean and convenient appartement . Very close to bts . The security staff are very friendly and efficient. Thank you so much :),538
20869092,2019-10-15,Nice stay and very warm welcome. Enjoyed the pool and small Fitness area. A few water bottles for free in the fridge! :),539
20869092,2019-10-16,Very well service and the room facilities.,540
20869092,2019-10-18,"The apartment was absolutely wonderful. It was professionally managed, very clean and well located. The hosts provided a first class experience. I will certainly go back again. Thanks again..",541
20869092,2019-10-18,"I had a very bad experience. I emailed to ask about reservation for August 2020. Nobody called me. When I called in to ask after a few days, the staff gave me really bad attitude. And when I requested to speak with manager, she said manager is not keen to do business. Really horrible services to chase guests away!",542
20869092,2019-10-19,The Appartement was exactly like you can see in the pictures and it was very clean.,543
20869092,2019-10-21,"The hotel reception staff were rude and dismissive. When checking in, the female receptionist behaved so rudely I was shocked. When checking out, I handed in my key, I had no response, so I had to ask if the check out was complete. I actually think they don隆炉t want customers returning. Management need to teach them to be polite and helpful. The only courteous person was the doorman.",544
20869092,2019-10-21,"Cheap place, but lacks basic stuff like non-smelly rooms. Rooms smell of cigarettes and the bathroom stinks always. Weird logic of paying charges for the whole stay upon checking in and not giving you a proof of payment, just added to the welcome. The reception staff is neither truthful nor upfront. I won't recommend this place for anyone.",545
20869092,2019-10-22,Great,546
20869092,2019-10-22,Great,547
20869092,2019-10-23,"The apartment is great. Place is quiet and has privacy. Comfortable, clean and nice. The receptionist service is good too. We didn't get to utilize the free tuk tuk service but it is good to have. Even by walking, it is not far from the BTS station. I would definitely love to come back here and stay again. Recommended to everyone too!",548
20869092,2019-10-23,The room is dusty and smelly. Appreciate if you could improve the cleanliness.,549
20869092,2019-10-24,"Very clean, nice location and reasonable price :)",550
20869092,2019-10-25,"What an amazing place to stay! So close to the BTS line but away from all the craziness. Also we arrived at midnight and checking in was a breeze. If you stay here and like coffee, stop by Gwin Coffee shop! They are super nice and the coffee is amazing! Thank you Suchada Team for an amazing start to the trip.",551
20869092,2019-10-25,Provide a bit of room for luggage storage during the stay.,552
20869092,2019-10-26,Good place.,553
20869092,2019-10-26,"The location is pretty near the sanam pao BTS. Lovely staff and they provide tuktuk service to the junction near the BTS, clean rooms and peaceful surrounding. Looking forward for my next trip!",554
20869092,2019-10-28,Perfect spot to explore Bangkok. Comfy bed and lots of space.,555
20869092,2019-10-28,Nice and quiet place near breafast restaurant and skytrain station.,556
20869092,2019-10-29,"It隆炉s very old, smelly and dirty. Not enough stuff to help you out, constantly playing loud Indian music. Unorganised and dirty.",557
20869092,2019-10-30,"Amazing location, nice modern place. The bed is extremely comfortable and the AC works amazing! Easy check in process and if you need anything Bangkok patio is just a call away. They offer tuk tuk services to the closest BTS station too. Highly recommend!",558
20869092,2019-11-02,Very good value and well maintained apartment. It has all you need. A bit far out from.the major sites but very good for getting to and from the airport. The staff at the patio where you check in are lovely and very helpful. The sky train is 5 minutes walk or they provide a free tuk tuk. There are some places to eat nearby but I went 4 stops on the sky train to the Siam complex where they have a superb selection of restaurants. All in a great place to stay,559
20869092,2019-11-03,"Very nice accomodation, very friendly staff and great location!",560
20869092,2019-11-03,"Extremely tiny rooms, rude night staff, and dirty bed sheets. ***Must avoid for staying with family.*** Only pro is Great location but the hotel is practically invisible to the naked eye even if you are right outside it .",561
20869092,2019-11-04,Gorgeous room with exceptional service. Additional services such as tuktuk ride to train and letting us leave ur luggages in the hotel really made our stay so much better. Will definitely stay here again when we come back to bangkok!,562
20869092,2019-11-04,Quiet and clean place which you can have a good night rest at end of the day,563
20869092,2019-11-05,This place was great! Everything was very clean and there was plenty of storage space for luggage and any stuff you have! It was really nice having the free Tuk Tuk to the BTS station too. It is more in a residential neighborhood which at first seemed weird for us but we ended up really liking it. It was quiet and easy to get around! Having the security 24/7 made us feel very safe and looked after. The front desk even scheduled a taxi for us at a reasonable price to get us to the airport! Everything working out perfectly! Thank you for all of the communication and wonderful stay!,564
20869092,2019-11-07,As expected. Cost performance is high. Value for money. Clic to find out!,565
20869092,2019-11-07,"Sehr sauberes Apartment, super ruhige Lage, nahe BTS, freundliches Personal, besser als erwartet. Jederzeit wieder.",566
20869092,2019-11-07,Really clean apartment with cable TV and 24 hour check in. I got in at 4AM and the doorman had my key and was able to check me in immediately.,567
20869092,2019-11-09,"Vert clean and nice staff. Highly recommend, worth the price!",568
20869092,2019-11-09,nice,569
20869092,2019-11-10,"Great place ,  staff very attentitive and receptive to any questions . Fast responses, secure location .  Bottles of water also provided upon check in .",570
20869092,2019-11-12,Highly recommended. Good location near train. Very clean room.. modern and stylish. Bed is super comfy. Wifi is strong. Aircon is cool. Very quiet at night.. peaceful neighborhood.,571
20869092,2019-11-12,Nice and clean,572
20869092,2019-11-12,The place is good and the staffs are very friendly. They have free taktak to the nearest BTS station. The closest exit does not have any lift or escalator. If you walk from the hotel to the station it takes 10 mins.,573
20869092,2019-11-13,"Thank you very much for having us. We had a lovely time!<br/>Highly recommended.<br/>Cheers, Verena",574
20869092,2019-11-13,The apartment makes me feel like home.  The layout is really good.  All the area are sectioned out yet well functioned.  The place is really clean and fully equipped.  Everything works well.  Though it is a bit further in to the street but the tuk tuk service to the BTS is quick and always ready so it is not a problem accessing anywhere in BKK.<br/>I had a great stay and love to recommend this place.  Hope I have a chance to come back and stay again (I think it is always booked up). <br/>PS. The massage place downstairs is great too!!,575
20869092,2019-11-14,It's a great stay with a decent pool. We love the breakfast delivery by the front concierge across the street. Only 30 baht to deliver to your door and everyone is so nice. It is not a central location to Bangkok however that is a good thing not to be in such a noisy area. BTS is minutes away from central Bangkok. Would stay again!!,576
20869092,2019-11-14,Doesn隆炉t even deserve 1 star. Poor service. They don隆炉t care to guide the tourists. Reaching room will literally need a map. No body to guide you to your room. No room service. Staff is useless. No information.,577
20869092,2019-11-15,"Excellent apartment with great service. Location somewhat ""remote"" but subway close.",578
20869092,2019-11-15,"Clean, nice  room in a good location at a great price. can't ask for more :)",579
20869092,2019-11-16,"Room smelled like cigarettes. Air con was better in the hallway than in the room. Door key didn't work. ""Sky lounge"" closes at 10pm. Bar on ground floor closed for private party no addimission for the rest of the guests, next closest bar is 15 min away. Will never come back...",580
20869092,2019-11-16,"Very bad food. Security was treating us very rude. Came out to take dinner from doorstep and he was there, he then started shouting.",581
20869092,2019-11-17,"Superhost apartment.  It was like staying in a boutique hotel - aesthetically pleasing, sparkling clean, building security, helpful staff.  The host was responsive for communication, and provided excellent advice when I needed it.  Would like to stay here again the next time I visit Bangkok.",582
20869092,2019-11-18,"Great place, bigger than expected",583
20869092,2019-11-18,Das Apartment war wie angegeben. Alles super sauber. Wir kommen wieder.,584
20869092,2019-11-18,Awesome place! Very clean and well organized,585
20869092,2019-11-18,"Awful, small rooms. Dirty bath towels. Staff good. I paid more to move to the sister hotel around the corner in Carpenter Street. Much better, bigger rooms. Cleaner. Near all the hustle and bustle of Boat Quay. Excellent food locations, bars",586
20869092,2019-11-19,"The receptionists were helpful and welcoming. The location was great, the airbnb was super clean. I would definitely recommend this airbnb.",587
20869092,2019-11-19,Nichts zu beanstanden!,588
20869092,2019-11-20,"Private room is only one lower queen bed and one table and chair, no windows, no tv. A/C. Very basic and expensive for the ""private room"" you must share bathroom amd showers. I don't recommend this place, you have to leave/remove your shoes outside before enter the hostel. I found out better hotel and options in the same area for the same or less price. Be aware that you can catch any fungus on your feet due ppl is walking bare foot on permises.",589
20869092,2019-11-21,"Clean, great location, any amenities you may need. Very easy to get to the train, and all staff are helpful if you need anything. Several restaurants, cafes, convenience stores and bars within walking distance. We will definitely be staying again next time, if we can!",590
20869092,2019-11-22,Great experience very clean and modern design,591
20869092,2019-11-23,Great Airbnb! Comfiest bed ever!! The staff at The Patio were very helpful - communication with Suchada was prompt & so easy. Thank you for your hospitality!,592
20869092,2019-11-23,Moldy smell horrible room. How can they claim they renovated two years ago. And won隆炉t refund even if I contacted them one month ago five days after bookings don隆炉t book here. I am sure you can find a better deal than this horrible hotel,593
20869092,2019-11-24,A very nice apartment in a central location. Thank you very much and will definitely check this out the next time I will be in Bangkok!,594
20869092,2019-11-25,"Super clean - convenient walk to BTS - quiet - liked the fact i could pick up English channels on the TV - definitely felt safe - able to wash a load of clothes in the unit - comfortable bed - my only dislike is that it is not walkable to the main downtown area, you have to take the BTS but at the same time the trade off is the nice neighborhood and convenience to DMK airport (<200 THB) - staff is very helpful with questions and booking a ride",595
20869092,2019-11-25,The apartment was super clean und comfy and it was great located. Furthermore the hospitality was more than great.,596
20869092,2019-11-26,"Clean room with everything you need in a great location. Would definitely recommend, and would definitely stay here again.",597
20869092,2019-11-26,"This is a hotel with an off-site condo (where you'll stay). This is nice because everything is legitimate and safe. It's clean, nice, comfortable. BTS Ari is close by and that area has a lot of nice coffee shops and restaurants.",598
20869092,2019-11-27,"Amazing place very cozy and beautifull,clean and secure !<br/>Very close to downtown whit a great view !<br/>Thanks a million",599
20869092,2019-11-27,"The apartment is well situatet, totally calm at night, close by the next tubestation.",600
20869092,2019-11-27,Superb apartments! Especially I like big windows and trees right outside,601
20869092,2019-11-27,"I booked one night here with plans to travel to Phuket the next day. My plans changed, and I ended up needing to stay an extra night but was unavailable to book online due to no availability. I messaged Suchada directly to see if she had another apartment available for me to stay in. She ended up reserving another night for me in the same room so I didn't have to pack and unpack again. This apartment is a short drive to and from both airports and close to everything on our itinerary. The place was very clean and the bed was very comfortable, perfect for two people. The team in the lobby was very helpful with booking grab taxis for us wherever we needed to go, and they offered free luggage storage too. I read so many great reviews about the massages downstairs, so glad we had time to get one! Amazing, and reasonably priced too. Overall great apartment!",602
20869092,2019-11-28,We had a great time here! The place is beautiful and so easy to get to. The pool is not to be missed!,603
20869092,2019-11-29,"Great place! We will be staying here again when we get the chance. Check in is easy, even when we got in late at night they were available and accommodating. The pool is amazing and the food service is also great! Thank you so much to the Bangkok Tryp team for making our stay convenient and valuable.",604
20869092,2019-11-29,"Great apartment, very well equipped and comfortable. Helpful and polite staff. We had a great stay.",605
20869092,2019-11-30,Everything about this place is as pictured. Their communication is great and there are a lot of added extras. They greet you with a map of Bangkok as well as cards that show the address in Thai for cab drivers. They had some snacks in the room and bottled water in the fridge for our arrival. They are also available via phone if you need anything during your stay. I would highly recommend staying here.,606
20869092,2019-11-30,"Very well located close to the BTS train station, this is a great value place to stay offering luxury accommodation at a decent price. For what is a very noisy city, it offers a Bangkok rarity: a quiet place to stay. Staff are great: every request we had was met instantly. Well recommended.",607
20869092,2019-12-02,"I was searching for a good hotel for my stay with family at Bangkok. I found significant problems with cleanliness with all the big names like Ramada, Ambassador etc. Then I found this Airbnb property. The property was extremely clean and host was really helpful. The location and services are top notch. The property is very close to SIAM Paragon. (Sea Aquarium and Madam Tussauds -  100 Baht via Grab).",608
20869092,2019-12-02,Room was as advertised. Very generous with complimentary waters and cup noodles. Staff was super responsive and helpful in booking a taxi to the airport. Would stay again!,609
20869092,2019-12-02,"Great serviced apartment, filled with the amenities you need. Walking distance to the BTS and an in-house free tuktuk ride available to the station. The place is spacious, has a very comfy bed and great shower. There is also a lovely pool on the fifth floor. Will definitely recommend for its value for money.",610
20869092,2019-12-03,Great stay. Very kind and helpful staff. They let us leave our baggage and even take a shower long after the check out time which was a really nice touch before our long haul flight. Highly recommended!,611
20869092,2019-12-03,"If I could give more than 5 stars I would. Everyone here was so incredibly helpful and the apartment was just as gorgeous as the pictures. The pool was always empty so it felt like it was my own. I also absolutely love that they provide room service, which is even a better value than some of the affordable restaurants I've been to.<br/><br/>Highly recommend!",612
20869092,2019-12-05,Nice place,613
20869092,2019-12-07,Everything was perfect. We had a pleasant stay.,614
20869092,2019-12-09,"My husband and I stayed here for a couple of days and it was the perfect place for arriving late from a late flight. Check in was so smooth and well explained! Awesome WiFi, clean place and had everything we needed for a couple days. Very close to everything!",615
20869092,2019-12-09,"Exactly as in the pictures, quick walk to BTS, perfect place to stay in Bangkok",616
20869092,2019-12-11,Great appartment!,617
20869092,2019-12-11,Exactly what we were looking for!,618
20869092,2019-12-11,Horrible. Its a scam. Not a place as advertised,619
20869092,2019-12-12,Picture looks deceiving. Room is small and not clean. Found an underwear or might be a sock underneath our bed,620
20869092,2019-12-12,Would not recommend. We booked the room with the outdoor tub and it isn隆炉t what was pictured. Bathroom has visible mould. Room is dusty and dirty and outside tub is dirty and exposed to neighbouring rooms. There was even a lizard crawling around when we came back.,621
20869092,2019-12-14,"Location is great! Although the apartment is not right next to the BTS, loved that they provided free tuk tuk service! Would stay here again the next time we are in BKK!",622
20869092,2019-12-14,"Camera molto<br/>Confortevole , con accesso al 5*piano alla piscina che ha una vista panoramica su parte di Bangkok!",623
20869092,2019-12-15,This apartment was perfect for a couple of days. Easy to get to and from. Check in process was great and the pool area was nice. Would definitely stay here again!,624
20869092,2019-12-15,"I feel very satisfied ... clean, lovely and comfortable rooms ... friendly, enthusiastic ... next year I still choose here ..",625
20869092,2019-12-17,Very nice place and in a perfect location about for using sky train also only a little over a mile from MBK and Siam for your shopping needs also very spacious clean and comfortable definitely exceeded my expectations.,626
20869092,2019-12-17,"Worse experience ever. Had to walk 20mins for a swimming pool which was located 1km outside the hotel. Got so many mosquitoe bites on the way. Room was too hot, aircon wasn隆炉t working right. The whole place just looks like a run down haunted hotel. Would never come back. Would recommend u guys to spend ur money elsewhere for retreat.",627
20869092,2019-12-18,Great location and great house. Swimming pool and gyms also there which makes it way better.,628
20869092,2019-12-18,Great place to stay if you want to explore the Ari area. Loads of fabulous restaurants in the area. Go to Olive Tree cafe right next door for good coffee and really nice wholemeal croissants!,629
20869092,2019-12-18,It looked all the same as pictures but there is a bed bug and unfortunately we are not happy with staying here.,630
20869092,2019-12-18,Best location : situated in right place to local visits and airport. <br/>Business class maintenance of room.<br/>I strongly recommend this place!,631
20869092,2019-12-18,"Horrible experience I ever have! The Underwear, towers are hanging everywhere at the shower room just like a refugee camp. The room are totally dark and no handle in my capsule, I almost fall down from the upper deck when I wake up at night. I found most of the staffs are living there, maybe those backpackers stay there paid by working for them. Maybe that隆炉s why many good comments about staffs!!",632
20869092,2019-12-19,"Great place, extraordinary hospitality from Suchada and the team! The flat looks exactly like the photos, very bright and clean. <br/><br/>The massage parlour in the building was great and the tuk-tuk service from and to the BTS were brilliant. <br/><br/>I can highly recommend this apartment and will be coming back again.",633
20869092,2019-12-20,Great place to stay. Close to BTS and very clean. Good neighborhood too.,634
20869092,2019-12-20,"One thing I love about this apartment is the location. It's a 10mins walk away from the BTS station. It makes it easy for us to travel to most of the places such as Pratunam, Chatuchak etc.",635
20869092,2019-12-21,"We had originally booked four nights at this Airbnb, however, we ended up checking out the first day. The photos look nicer than the room actually is. The building is all rented out on Airbnb so you may get a room that is not the same as the one in the pictures. Our room was dark, and the bathroom was tucked away in the back and very small and dark. I am extremely sensitive to smell, and the towels all smelled in the room. The pool looked nice in photos, but it does not look nice in person. The area also is not good. There is nothing to do in the area and it seemed sketchy.",636
20869092,2019-12-21,"Great place with nice facilities.<br/>Visit the massage place downstairs, it's very good!",637
20869092,2019-12-21,WORST EXPERIENCE EVER. RACIST STAFF.,638
20869092,2019-12-22,"Good location, easy access to BTS. <br/>Very clean!",639
20869092,2019-12-22,"Tolles Airbnb mit guter Anbindung an den SkyTrain. Sehr sauber, gute Ausstattung, sehr ruhig. Pool ist klasse! Checkin war unkompliziert.",640
20869092,2019-12-22,good.,641
20869092,2019-12-23,Very good accomodation! We loved it!,642
20869092,2019-12-23,"Highly recommend this apartment if you are looking for a nice, cozy and clean environment to stay in.",643
20869092,2019-12-25,"Place is as described, clean, and easily findable. Very easy to travel around the city from this central location. Would stay here again!",644
20869092,2019-12-25,It was awesome! I wanted to stay more but reservation was full for months. I can realize why it's so popular. Staffs were really kind and house was clean and amazing! Couldn't be better! :),645
20869092,2019-12-25,"Place was very classy, clean and comfy.<br/>Very near to local markets and metro. Best place to stay with family.",646
20869092,2019-12-25,"Would not recommend this hostel at all. They intially had me in a bed next to a leaking AC. Floor was all wet and could not get to my bed without stepping in the puddle. They moved me to a bed with stains, hairs, and dirt. Very disorganized and chaotic environment. Cleanliness of everything was about a zero.",647
20869092,2019-12-26,Great space. Helpful staff. Would recommend to family and friends.,648
20869092,2019-12-26,"The room smelled so bad and everything was super mushy and smelly, all the time. Ridiculously tiny room (14m2), I almost couldn隆炉t get in with my luggage. If you need a place for more than 2 nights then I隆炉d say find something else. You cannot open windows, it can be loud due to noises and traffic from outside.",649
20869092,2019-12-26,"Worst scenario, worst Christmas vacation, it will remain the most unpleasant moment of our life. Unable to stay, after turning in round in sort of giant labyrinth, we found our room, open the door and decided instantly to run away. The room was evoking a jail cell with a king size white bed stuck-up in a corner, a disgusting rising smell resulting from an extreme humidity, the perfect nightmare. Of course, we lost our booking and probably our incomprehensible deposit at the arrival considering that everything had been paid before reaching the hotel. In short, my advice, don't book, don't come there.",650
20869092,2019-12-27,"We had a great stay at Suchada's, the room was clean and they provided hop on ride from the apartment to the BTS. The location was excellent and extremely accessible to the main attractions. Highly recommended.",651
20869092,2019-12-28,"Here, expect to be greeted with a warm welcome and to stay in a room just as advertised; very clean, very comfortable and delightfully simple. Great staff will ensure you have a peaceful stay and have all you need!<br/>Bonus massage located in the same building: definitely take advantage of a Thai massage here!",652
20869092,2019-12-28,"We loved staying here. Great location by BTS, wonderful front desk staff, and comfortable apartment.",653
20869092,2019-12-29,Very nice clean place,654
20869092,2019-12-30,"Great place, we stayed on the 5th floor just next to the pool but there was hardly any noise. Felt safe. If you use Grab for transport, it's pretty convenient and the accommodation gave very good value.",655
20869092,2019-12-30,Close to BTS Sanam Pao. Made our stay so much easier. Pool on 5th floor is lovely and overlooks some Bangkok skyline. Would defo recommend if you would like a quiet place to stay while in Bangkok,656
20869092,2019-12-31,Nice and clean flat,657
20869092,2019-12-31,Wonderful place to stay.  Incredible host.  Met our every expectation.  Thank you.,658
20869092,2020-01-01,Had a wonderful stay during our time,659
20869092,2020-01-01,"Pleasantly surprised with our stay!<br/>A spacious, clean and comfy condo in a quiet neighbourhood, close to BTS Sanam Pao.",660
20869092,2020-01-02,"Great place, quite hidden so it's quiet but would recommend. The place had great facilities and we were well looked after. Community swimming pool was also nice. Highly recommend for somewhere quiet and chill.",661
20869092,2020-01-02,"Nice location not far from BTS Sanam pao station,with all the necessary appliances, quiet and clean",662
20869092,2020-01-02,Went there for staycation bed was not clean gave me itch. Toilet dirty I don't know if they even clean there were stains on the wall of the toilet.,663
20869092,2020-01-04,Very clean and comfortable place. The bed was big and very comfortable.  It was nice that they provided room service and there was a massage place right outside the door. Would recommend this place.,664
20869092,2020-01-04,"The apartment is very nice with everything you need including a king size bed. A bit disappointed with the small space around the pool area with only two loungers, but a great place to cool off and relax if you get one of them. Very nice pool. Staff at main building very helpful. Order from the take-out food menu one night.  Excellent, cheap and lots!",665
20869092,2020-01-04,Great place with good cost efficiency.,666
20869092,2020-01-05,Disappointed,667
20869092,2020-01-06,"The apartment was amazing. Clean and had all amenities. Great pool and gym on the 5th. Very close to BTS (Sanam Pao). Fantastic host, would highly recommend!",668
20869092,2020-01-06,"Quite, clean and awesome. The location is great and can easily access most places from the room!!",669
20869092,2020-01-06,"- Check-In: Smooth and easy<br/>- Amenities: Great, loved the rooftop pool! <br/>- Location: Perfect if you plan to take the BTS Skytrain. They even have a free tuk tuk to shuttle you to and from. It's also located near MBK and Siam Paragon which was nice for us when we didn't want to be out in the humidity. As far as its location from the Grand Palace, Reclining Buddha, and Wat Arun, it's a bit of a trek by public transit, so we just called a taxi.<br/>- Staff: All very courteous <br/><br/>I would definitely recommend staying here, it's not a touristy location but the BTS makes it easy to get around, and it also offers lots of local eats as well!",670
20869092,2020-01-07,"Fantastic all the way around. Easy check in, lovely people, great apartment. The bed was amazing. We will be back!",671
20869092,2020-01-08,"Awesome and clean place to stay. Everything was so nice except for two things. <br/>1) address : If you are using a (Hidden by Airbnb) map function available from airbnb app, it could possibly bring you to the wrong place. I already let the host know. Be make sure if this is fixed.<br/><br/>2) smelly towel : although it was so convenient as plenty of towels are provided, would be great if it smells okay.<br/><br/>Overall, i am satisfied with this stay, and willing to recommend this to friends",672
20869092,2020-01-08,Amazing apartment. Could not ask for more. They provided the best service and the apartment was well clean and organized. Tuktuk service was very convenient and it really helps to get around. Overall in my opinion this is the best Airbnb,673
20869092,2020-01-09,Lovely little apartment. Easy check in process! And luckily we were able to also check in earlier than expected which was nice after a flight. The sky train is within walking distance but if you like you can take a tuk tuk which is provided free of charge.,674
20869092,2020-01-09,Rude staff. Especially the unty asking your room number when u wanna take breakfast. U call this service?,675
20869092,2020-01-11,We had a great stay! The apartment is very beautiful and clean and perfectly located to discover the city of Bangkok. The staff was super friendly and communication with Suchada went always smooth. Highly recommend this place!,676
20869092,2020-01-12,"Suchada's place is very modern, clean, and comfortable. All the apartment staffs are very helpful and friendly. We arrived very early at around 8 am so we were still a half day ahead to check in but we could take a shower at the apartment shower room, which was really nice after a long flight. Also, when we couldn't turn on the TV, one staff came to the room right away and fixed the problem. Suchada's place is an apartment but with the level of comfort of staying in a hotel. I would definitely recommend Suchada's place to my friends who would visit Bangkok.",677
20869092,2020-01-13,Great location and personable service,678
20869092,2020-01-13,This is my second stay. <br/>The room is spacious and comfortable,679
20869092,2020-01-13,"The unit was very clean. Although we were in a different building than I had expected, the building we were in had a massage studio at the first floor and it was one of the best massages I received when I was in Thailand.",680
20869092,2020-01-14,"I booked Suchada's place last minute and they were able to help me out with quick respond. The check in/out was a lot easier than expected. This is a nice private luxury place. The owner is thoughtful and provided us with snack. There is also a free service tuk tuk for local areas too. Overall, great place for a quiet couple who's looking for a quiet night.",681
20869092,2020-01-15,Reception - check-in excellent. Couldn't have asked for a better welcome.,682
20869092,2020-01-15,"I was seldom in such a dump. The rooms are unclean, I had to change my room 5 times. as an apology there were two tangerines, a bottle of iced tea and a small can of Pringles. The first room was moldy. In the second, ants were running across the bed, in the third, water was dripping from the overhead light. After consultation with the hotel manager, I was assigned a room that had been ""cleaned especially for me"". At the front desk, I also overheard other guests complaining about missing items and bad smells. To top it off, I found a spot on the bed sheet which, upon closer inspection, may have turned out to be a bed bug. This dump isn't worth a penny.",683
20869092,2020-01-18,"Great clean place , nearby bts (sky train) , location is pretty strategic , will be back soon , thanx",684
20869092,2020-01-18,What a great place! Such a nice base for a couple of days.,685
20869092,2020-01-18,The apartment was clean and the check in process was smooth. The pool was nice to cool off from the heat. We used grab and taxis often to get to the tourist spots as they were not within walking distance. We would definitely come back!,686
20869092,2020-01-19,Good place well place very convenient,687
20869092,2020-01-20,Very helpful host. Apt is in a great location to visit Chatuchak Weekend Market or an easy excursion to Ayutthaya.  Very close to BTS.,688
20869092,2020-01-20,"Don't be fooled by the name or price, this is absolutely a budget hotel. The rooms aren't large enough to swing a cat without causing it a traumatic brain injury. The hotel doesn't provide bottled water and want more money than the Hilton do for breakfast. Dissapointed. Will not return.",689
20869092,2020-01-21,"A thoroughly enjoyable stay. The apartment was spotless and clean, large comfy bed and we had everything that we needed. <br/><br/>Apartment has a washing machine, fridge/freezer and hob. <br/><br/>Some nice additional touches including bottles of water, coffee and some noodles<br/><br/>The swimming pool was great, located on the 5th floor and always empty when we used it which was nice. <br/><br/>Location really close to BTS. We used the cut through via Abloom hotel opposite Bangkok patio which lets you cut straight through rather than walking around, although they do provide a free tuktuk. <br/><br/>Would definitely stay again next time we are in Bangkok",690
20869092,2020-01-23,We loved our stay! Communication was quick and check in from the start was easy. The apartments are walking distance to some restaurants and a mall and we had a nice massage that was located within our building. The space of our room was just right for two people and it was nice to have the amenities of a washing machine as well and some appliances. It was modern and clean. I would definitely stay here again!,691
20869092,2020-01-24,"This place is great, very clean and stylish. Pool right outside perfect for me as I wanted a relaxing holiday. Close to food stalls and seven eleven. The Tuktuk service is a great option!",692
20869092,2020-01-24,"Location is convenient and quite, close to tramway. The appliances and reno in the apartment are older than expected. <br/>Really loved the massage shop in the building. <br/>Overall a good place to stay.",693
20869092,2020-01-26,My 3rd stay here - great hospitality once again from the staff and the room was as clean as when I first stayed here. Appreciate the small gestures like complimentary bottles of water and snacks!,694
20869092,2020-01-26,Another great stay! Thank you!,695
20869092,2020-01-26,The condo is as described. Very comfortable and clean. The front desk staff were kind and helpful.  The location is excellent.,696
20869092,2020-01-26,Good!,697
20869092,2020-01-28,"Very nice and clean, the response from the team was fast. Will definitely come back again.",698
20869092,2020-01-28,The entire place is stylish and spotlessly clean.<br/>The host spoke very good English and was very knowledgable and helpful.<br/>I felt well taken care of.,699
20869092,2020-01-29,"We loved it. The receptionist was so nice and kind, made sure we were completely satisfied. Apartment has everything you need and it's really quiet. Would stay here again!",700
20869092,2020-01-30,"the Suchada team was very helpful in all things! Communication prior to stay, Check in, Tuk-Tuk to Skytrain&local market for free, beautiful place,... sadly we only stayed one night of our honeymoon there. definitely recommend!!",701
20869092,2020-02-02,"The apartment has a comfort location near BTS. We were greeted at the reception. Filling in all the forms didn't take much time. The apartment is well-furnitured and equipped, quite clean. On the 5th floor there is a pool and on the 1st floor is a good thai massage can be made. We will recommend this apart to our friends.",702
20869092,2020-02-02,"Amazing apartment, exactly the same as photos, safe and clean, 24 hours security, message is just next to the apartment. Highly recommend, got value for my money !",703
20869092,2020-02-02,A female staff here was absolute garbage and rude. Keep 隆掳suggesting隆卤 and repeating that we void our booking even after we say nobody is going to sneak in. After we checked in our room was infested with cockroaches :-) cancelled the rooms Never ever coming again :) There are other better places out there with way better service. Learn how to have manners first :),704
20869092,2020-02-03,Nice place and area to stay I enjoyed my stay great host will stay again,705
20869092,2020-02-04,Easy check in and communication. Location was close to the train.,706
20869092,2020-02-04,We had a great stay here.There are actually two blocks with pool .We stayed at the Tryp Block.The place is clean .The pool was simple but good enough to relax.There is also a jacuzzi at the pool.The gym has  basic with treatmill too.<br/>There is only one  massage centre at the building.Cozy and clean.<br/>The staff are all very nice especially Thip and Mook was always  helpful .<br/>The free tuk tuk to the Sanam Pao station about 3 mins by tuk tuk.The market is for locals mainly.<br/>Overall we had a great time.Good for couples and families to stay in here,707
20869092,2020-02-04,Always a good experience here! Minutes from the bts with tuktuk ferry to and fro the accom from the main road.,708
20869092,2020-02-04,"Very bad hotel , service is bad ,very rude receptionists , they assigned us rooms direct on a construction field that was working 24 hours , the noise never stopped, and when we complained about it , they promised to solve but didn't do anything about it , even we asked for rooms that are near to our kids but they refused",709
20869092,2020-02-06,Dont worry about the distance between your stay and BTS because they provide the tuk tuk service to bring you 2 ways between the destination,710
20869092,2020-02-07,Es war wieder einmal sehr gut,711
20869092,2020-02-08,Excelent aparment!,712
20869092,2020-02-08,We enjoyed our stay at the Bangkok Tryp condo.  The surrounding Ari area had great cafe options and easy accessibility to the BTS station.  We had a great experience at Sabaya massage located on the ground floor.,713
20869092,2020-02-08,Beautiful place. Almost have everything you need. Highly Recommended.,714
20869092,2020-02-08,Je recommande,715
20869092,2020-02-08,Very clean and helpful.  Conveniently located near the BTS train.,716
